id,text,skills,categories,source,anchor_skill,anchor_category
sample-00890,"The Product Engineer will help modernize our platform and delivery process. You must have experience with redis, cross-functional, and troubleshooting. Strong experience with troubleshooting and restful api is expected. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: lead teams and py test.",Collaboration|Leadership|Problem Solving|PyTest|REST APIs|Redis,Architecture|Database|Soft Skill|Testing/Quality,synthetic,Redis,Database
sample-01345,"The Software Development Engineer in Test will help modernize our platform and delivery process. The role needs hands-on knowledge of unit testing and Cypress. You must have experience with Cypress and team lead. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes node.js.",Cypress|Leadership|Node.js|Unit Testing,Framework/Library|Soft Skill|Testing/Quality,synthetic,Unit Testing,Testing/Quality
sample-00398,"The Application Engineer will help modernize our platform and delivery process. Strong experience with Django and TDD is expected. You must have experience with TDD and Machine Learning. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with tableau and Selenium.",Django|Machine Learning|Selenium|TDD|Tableau,Data/AI|Framework/Library|Testing/Quality,synthetic,Django,Framework/Library
sample-00525,"This DevOps Engineer position focuses on building high-impact data products. You must have experience with TensorFlow, Stakeholder Management, Unit Testing, and jenkins. The role needs hands-on knowledge of Unit Testing, jenkins, and Ansible. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with mongo and Node.js.",Ansible|Jenkins|MongoDB|Node.js|Stakeholder Management|TensorFlow|Unit Testing,Cloud/DevOps|Database|Framework/Library|Soft Skill|Testing/Quality,synthetic,TensorFlow,Framework/Library
sample-00195,"This Backend Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of ansi sql and natural language processing. You must have experience with natural language processing and k8s. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: google cloud.",GCP|Kubernetes|NLP|SQL,Cloud/DevOps|Data/AI|Programming Language,synthetic,SQL,Programming Language
sample-01383,This Quality Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of integration testing and cross-functional. Strong experience with cross-functional and Hadoop is expected. You will translate business requirements into deployable technical solutions. Nice to have: computer vision.,Collaboration|Computer Vision|Hadoop|Integration Testing,Data/AI|Soft Skill|Testing/Quality,synthetic,Integration Testing,Testing/Quality
sample-00759,"The DevOps Engineer will help modernize our platform and delivery process. Strong experience with GitHub Actions and bash is expected. Strong experience with bash and ETL is expected. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes Git.",Bash|ETL|Git|GitHub Actions,Cloud/DevOps|Data/AI|Tooling,synthetic,GitHub Actions,Cloud/DevOps
sample-00026,"We are hiring a Backend Engineer to build reliable production systems. The role needs hands-on knowledge of java, rest api, and elastic search. The role needs hands-on knowledge of elastic search and cross-functional. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes flask and google cloud platform.",Collaboration|Elasticsearch|Flask|GCP|Java|REST APIs,Architecture|Cloud/DevOps|Database|Framework/Library|Programming Language|Soft Skill,synthetic,Java,Programming Language
sample-00270,"The Application Engineer will help modernize our platform and delivery process. Strong experience with React, Vue.js, MySQL, and github actions is expected. You must have experience with MySQL, github actions, and Stakeholder Management. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes Selenium.",GitHub Actions|MySQL|React|Selenium|Stakeholder Management|Vue.js,Cloud/DevOps|Database|Framework/Library|Soft Skill|Testing/Quality,synthetic,React,Framework/Library
sample-00407,"Our team needs a Full Stack Engineer to scale critical business workflows. Required skills include Django, github, and Stakeholder Management. Strong experience with Stakeholder Management and Unit Testing is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: system design and c++.",C++|Django|Git|Stakeholder Management|System Design|Unit Testing,Architecture|Framework/Library|Programming Language|Soft Skill|Testing/Quality|Tooling,synthetic,Django,Framework/Library
sample-01422,"Our team needs a Software Development Engineer in Test to scale critical business workflows. Required skills include Selenium and elt. You must have experience with elt and agile. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with tableau and tensorflow.",Agile|ETL|Selenium|Tableau|TensorFlow,Data/AI|Framework/Library|Process|Testing/Quality,synthetic,Selenium,Testing/Quality
sample-00588,"We are hiring a AI Engineer to build reliable production systems. You must have experience with microsoft azure, machine learning, and Computer Vision. Strong experience with Computer Vision and github is expected. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with terraform.",Azure|Computer Vision|Git|Machine Learning|Terraform,Cloud/DevOps|Data/AI|Tooling,synthetic,Azure,Cloud/DevOps
sample-01708,"We are hiring a Engineering Manager to build reliable production systems. You must have experience with collaboration and torch. You must have experience with torch and Scrum. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: git.",Collaboration|Git|PyTorch|Scrum,Framework/Library|Process|Soft Skill|Tooling,synthetic,Collaboration,Soft Skill
sample-00394,"This Full Stack Engineer position focuses on building high-impact data products. You must have experience with django and integration testing. The role needs hands-on knowledge of integration testing and Scrum. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with Scala and Express.js.",Django|Express.js|Integration Testing|Scala|Scrum,Framework/Library|Process|Programming Language|Testing/Quality,synthetic,Django,Framework/Library
sample-00383,"The ML Engineer will help modernize our platform and delivery process. Required skills include express.js, typescript, django, and mongo. The role needs hands-on knowledge of django, mongo, and linux. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes r.",Django|Express.js|Linux|MongoDB|R|TypeScript,Database|Framework/Library|Programming Language|Tooling,synthetic,Express.js,Framework/Library
sample-01353,"Our team needs a Software Development Engineer in Test to scale critical business workflows. Strong experience with Unit Testing, django, and Redis is expected. The role needs hands-on knowledge of Redis and github actions. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with power bi.",Django|GitHub Actions|Power BI|Redis|Unit Testing,Cloud/DevOps|Data/AI|Database|Framework/Library|Testing/Quality,synthetic,Unit Testing,Testing/Quality
sample-00690,"We are hiring a DevOps Engineer to build reliable production systems. Required skills include Terraform, Agile, Stakeholder Management, and Scala. Strong experience with Stakeholder Management, Scala, and Vue.js is expected. You will translate business requirements into deployable technical solutions. Nice to have: Integration Testing and r.",Agile|Integration Testing|R|Scala|Stakeholder Management|Terraform|Vue.js,Cloud/DevOps|Framework/Library|Process|Programming Language|Soft Skill|Testing/Quality,synthetic,Terraform,Cloud/DevOps
sample-01782,"Our team needs a Engineering Manager to scale critical business workflows. Strong experience with mentoring, ml, collaboration, and Git is expected. Strong experience with collaboration, Git, and py test is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: scala.",Collaboration|Git|Machine Learning|Mentoring|PyTest|Scala,Data/AI|Programming Language|Soft Skill|Testing/Quality|Tooling,synthetic,Mentoring,Soft Skill
sample-00450,"We are hiring a Full Stack Engineer to build reliable production systems. You must have experience with fastapi, gitlab, and Microservices. Strong experience with Microservices and tf is expected. You will translate business requirements into deployable technical solutions. Nice to have: springboot and communicate.",Communication|FastAPI|Git|Microservices|Spring Boot|TensorFlow,Architecture|Framework/Library|Soft Skill|Tooling,synthetic,FastAPI,Framework/Library
sample-01566,"Our team needs a Developer Tools Engineer to scale critical business workflows. Required skills include shell scripting and GitHub Actions. You must have experience with GitHub Actions and powerbi. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Snowflake and elt.",Bash|ETL|GitHub Actions|Power BI|Snowflake,Cloud/DevOps|Data/AI|Database|Tooling,synthetic,Bash,Tooling
sample-00630,"We are hiring a Cloud Engineer to build reliable production systems. The role needs hands-on knowledge of docker, Data Analysis, and Redis. You must have experience with Redis and bash. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes springboot.",Bash|Data Analysis|Docker|Redis|Spring Boot,Cloud/DevOps|Data/AI|Database|Framework/Library|Tooling,synthetic,Docker,Cloud/DevOps
sample-00332,"The Application Engineer will help modernize our platform and delivery process. Strong experience with Vue.js, gitlab ci, and Collaboration is expected. The role needs hands-on knowledge of Collaboration and tf. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: unix.",Collaboration|GitLab CI/CD|Linux|TensorFlow|Vue.js,Cloud/DevOps|Framework/Library|Soft Skill|Tooling,synthetic,Vue.js,Framework/Library
sample-00705,"Our team needs a Infrastructure Engineer to scale critical business workflows. You must have experience with ansible, BigQuery, azure, and Django. The role needs hands-on knowledge of azure, Django, and go language. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: graphql.",Ansible|Azure|BigQuery|Django|Go|GraphQL,Architecture|Cloud/DevOps|Database|Framework/Library|Programming Language,synthetic,Ansible,Cloud/DevOps
sample-01523,"Our team needs a AI Engineer to scale critical business workflows. The role needs hands-on knowledge of github, Computer Vision, microservices, and Machine Learning. You must have experience with microservices, Machine Learning, and Unit Testing. You will translate business requirements into deployable technical solutions. Preferred experience includes springboot.",Computer Vision|Git|Machine Learning|Microservices|Spring Boot|Unit Testing,Architecture|Data/AI|Framework/Library|Testing/Quality|Tooling,synthetic,Git,Tooling
sample-00622,"This Cloud Engineer position focuses on building high-impact data products. Required skills include gcp and mysql. Required skills include mysql and unix. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with kubernetes.",GCP|Kubernetes|Linux|MySQL,Cloud/DevOps|Database|Tooling,synthetic,GCP,Cloud/DevOps
sample-01003,"We are hiring a Machine Learning Engineer to build reliable production systems. You must have experience with machine learning, Power BI, and snowflake. You must have experience with snowflake and react. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with Computer Vision.",Computer Vision|Machine Learning|Power BI|React|Snowflake,Data/AI|Database|Framework/Library,synthetic,Machine Learning,Data/AI
sample-01101,"The Data Scientist will help modernize our platform and delivery process. The role needs hands-on knowledge of data analytics, fast api, Deep Learning, and Redis. You must have experience with Deep Learning, Redis, and integration tests. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes GraphQL.",Data Analysis|Deep Learning|FastAPI|GraphQL|Integration Testing|Redis,Architecture|Data/AI|Database|Framework/Library|Testing/Quality,synthetic,Data Analysis,Data/AI
sample-00672,"This Data Scientist position focuses on building high-impact data products. Required skills include kubernetes, mentoring, machine learning, and angular. You must have experience with machine learning, angular, and Data Analysis. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Elasticsearch and pytorch.",Angular|Data Analysis|Elasticsearch|Kubernetes|Machine Learning|Mentoring|PyTorch,Cloud/DevOps|Data/AI|Database|Framework/Library|Soft Skill,synthetic,Kubernetes,Cloud/DevOps
sample-01180,"This AI Engineer position focuses on building high-impact data products. Strong experience with Hadoop, r, bigquery, and microsoft azure is expected. You must have experience with bigquery, microsoft azure, and test driven development. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Communication and PostgreSQL.",Azure|BigQuery|Communication|Hadoop|PostgreSQL|R|TDD,Cloud/DevOps|Data/AI|Database|Programming Language|Soft Skill|Testing/Quality,synthetic,Hadoop,Data/AI
sample-01701,"The Product Engineer will help modernize our platform and delivery process. Required skills include troubleshooting and golang. Strong experience with golang and fastapi is expected. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes ansible.",Ansible|FastAPI|Go|Problem Solving,Cloud/DevOps|Framework/Library|Programming Language|Soft Skill,synthetic,Problem Solving,Soft Skill
sample-01444,"The Software Development Engineer in Test will help modernize our platform and delivery process. Strong experience with Cypress, MySQL, and spark is expected. The role needs hands-on knowledge of spark and Scala. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: Tableau and bash.",Bash|Cypress|MySQL|Scala|Spark|Tableau,Data/AI|Database|Programming Language|Testing/Quality|Tooling,synthetic,Cypress,Testing/Quality
sample-00738,"The Cloud Engineer will help modernize our platform and delivery process. Strong experience with jenkins and Terraform is expected. Required skills include Terraform and big query. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with Docker and ansible.",Ansible|BigQuery|Docker|Jenkins|Terraform,Cloud/DevOps|Database,synthetic,Jenkins,Cloud/DevOps
sample-00997,"We are hiring a AI Engineer to build reliable production systems. Required skills include ml and typescript. Required skills include typescript and elt. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes restful api and powerbi.",ETL|Machine Learning|Power BI|REST APIs|TypeScript,Architecture|Data/AI|Programming Language,synthetic,Machine Learning,Data/AI
sample-01662,Our team needs a Engineering Manager to scale critical business workflows. You must have experience with leadership and elastic search. The role needs hands-on knowledge of elastic search and Angular. You will translate business requirements into deployable technical solutions. Preferred experience includes machine learning and pytorch.,Angular|Elasticsearch|Leadership|Machine Learning|PyTorch,Data/AI|Database|Framework/Library|Soft Skill,synthetic,Leadership,Soft Skill
sample-01628,"We are hiring a Technical Program Manager to build reliable production systems. The role needs hands-on knowledge of Scrum and GitLab CI/CD. Strong experience with GitLab CI/CD and rust is expected. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes etl.",ETL|GitLab CI/CD|Rust|Scrum,Cloud/DevOps|Data/AI|Process|Programming Language,synthetic,Scrum,Process
sample-01144,"Our team needs a Team Lead to scale critical business workflows. The role needs hands-on knowledge of elt and stakeholder management. You must have experience with stakeholder management and time management. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with Spring Boot and aws.",AWS|ETL|Spring Boot|Stakeholder Management|Time Management,Cloud/DevOps|Data/AI|Framework/Library|Soft Skill,synthetic,ETL,Data/AI
sample-00222,"The Software Engineer will help modernize our platform and delivery process. You must have experience with r, mysql, and angular. Required skills include angular and spark. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with data engineering and google cloud platform.",Angular|Data Engineering|GCP|MySQL|R|Spark,Cloud/DevOps|Data/AI|Database|Framework/Library|Programming Language,synthetic,R,Programming Language
sample-01337,"The DevOps Engineer will help modernize our platform and delivery process. Strong experience with distributed systems, Ansible, and GitHub Actions is expected. You must have experience with GitHub Actions and Integration Testing. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes mongodb.",Ansible|GitHub Actions|Integration Testing|MongoDB|System Design,Architecture|Cloud/DevOps|Database|Testing/Quality,synthetic,System Design,Architecture
sample-01663,"This Machine Learning Engineer position focuses on building high-impact data products. You must have experience with Leadership, system design, and computer vision. The role needs hands-on knowledge of computer vision and spark. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes big query and cpp.",BigQuery|C++|Computer Vision|Leadership|Spark|System Design,Architecture|Data/AI|Database|Programming Language|Soft Skill,synthetic,Leadership,Soft Skill
sample-00779,"This DevOps Engineer position focuses on building high-impact data products. You must have experience with GitLab CI/CD, typescript, and selenium. You must have experience with selenium and CI/CD. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with spark and etl.",CI/CD|ETL|GitLab CI/CD|Selenium|Spark|TypeScript,Cloud/DevOps|Data/AI|Programming Language|Testing/Quality,synthetic,GitLab CI/CD,Cloud/DevOps
sample-00380,"This ML Engineer position focuses on building high-impact data products. Required skills include express.js, Redis, and TensorFlow. Strong experience with TensorFlow and System Design is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: integration testing and fastapi.",Express.js|FastAPI|Integration Testing|Redis|System Design|TensorFlow,Architecture|Database|Framework/Library|Testing/Quality,synthetic,Express.js,Framework/Library
sample-00416,"We are hiring a Solutions Architect to build reliable production systems. Strong experience with Flask, go language, and rest api is expected. Strong experience with rest api and distributed systems is expected. You will translate business requirements into deployable technical solutions. Nice to have: MySQL.",Flask|Go|MySQL|REST APIs|System Design,Architecture|Database|Framework/Library|Programming Language,synthetic,Flask,Framework/Library
sample-00825,"This Database Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of postgres and power bi. You must have experience with power bi and Elasticsearch. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with system design.",Elasticsearch|PostgreSQL|Power BI|System Design,Architecture|Data/AI|Database,synthetic,PostgreSQL,Database
sample-00376,"We are hiring a Full Stack Engineer to build reliable production systems. The role needs hands-on knowledge of express, problem solving, and TensorFlow. The role needs hands-on knowledge of TensorFlow and team lead. You will translate business requirements into deployable technical solutions. Preferred experience includes bigquery and Django.",BigQuery|Django|Express.js|Leadership|Problem Solving|TensorFlow,Database|Framework/Library|Soft Skill,synthetic,Express.js,Framework/Library
sample-01009,"We are hiring a Application Engineer to build reliable production systems. You must have experience with Deep Learning, R, Jenkins, and django. Strong experience with Jenkins, django, and node is expected. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with data engineering.",Data Engineering|Deep Learning|Django|Jenkins|Node.js|R,Cloud/DevOps|Data/AI|Framework/Library|Programming Language,synthetic,Deep Learning,Data/AI
sample-00322,"We are hiring a ML Engineer to build reliable production systems. The role needs hands-on knowledge of vue, py test, and c++. The role needs hands-on knowledge of c++ and fastapi. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: bash and torch.",Bash|C++|FastAPI|PyTest|PyTorch|Vue.js,Framework/Library|Programming Language|Testing/Quality|Tooling,synthetic,Vue.js,Framework/Library
sample-01529,"The QA Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of gitlab, integration testing, cypress, and angular. Required skills include cypress, angular, and microservices. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with django and bash.",Angular|Bash|Cypress|Django|Git|Integration Testing|Microservices,Architecture|Framework/Library|Testing/Quality|Tooling,synthetic,Git,Tooling
sample-00532,"We are hiring a Application Engineer to build reliable production systems. Required skills include torch, hadoop, and react. Required skills include react and Cypress. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with Power BI.",Cypress|Hadoop|Power BI|PyTorch|React,Data/AI|Framework/Library|Testing/Quality,synthetic,PyTorch,Framework/Library
sample-01750,"Our team needs a ML Engineer to scale critical business workflows. You must have experience with stakeholder management, .NET, FastAPI, and NLP. The role needs hands-on knowledge of FastAPI, NLP, and Spring Boot. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes PyTest and Data Analysis.",.NET|Data Analysis|FastAPI|NLP|PyTest|Spring Boot|Stakeholder Management,Data/AI|Framework/Library|Soft Skill|Testing/Quality,synthetic,Stakeholder Management,Soft Skill
sample-01799,"This Engineering Manager position focuses on building high-impact data products. The role needs hands-on knowledge of Mentoring, Cypress, express.js, and leadership. The role needs hands-on knowledge of express.js, leadership, and system design. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: ansi sql.",Cypress|Express.js|Leadership|Mentoring|SQL|System Design,Architecture|Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,Mentoring,Soft Skill
sample-01526,"The Developer Tools Engineer will help modernize our platform and delivery process. You must have experience with Git, jenkins, and Python. You must have experience with Python and troubleshooting. You will translate business requirements into deployable technical solutions. Preferred experience includes PyTest.",Git|Jenkins|Problem Solving|PyTest|Python,Cloud/DevOps|Programming Language|Soft Skill|Testing/Quality|Tooling,synthetic,Git,Tooling
sample-00045,"We are hiring a Software Engineer to build reliable production systems. You must have experience with java and collaboration. The role needs hands-on knowledge of collaboration and scala. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with pytorch.",Collaboration|Java|PyTorch|Scala,Framework/Library|Programming Language|Soft Skill,synthetic,Java,Programming Language
sample-00806,"This Team Lead position focuses on building high-impact data products. The role needs hands-on knowledge of CI/CD, stakeholder management, dotnet, and fast api. Required skills include dotnet, fast api, and Collaboration. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: natural language processing and Rust.",.NET|CI/CD|Collaboration|FastAPI|NLP|Rust|Stakeholder Management,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,CI/CD,Cloud/DevOps
sample-00209,"We are hiring a Data Engineer to build reliable production systems. Strong experience with SQL, postgres, and snowflake is expected. The role needs hands-on knowledge of snowflake and google cloud. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes dotnet and Problem Solving.",.NET|GCP|PostgreSQL|Problem Solving|SQL|Snowflake,Cloud/DevOps|Database|Framework/Library|Programming Language|Soft Skill,synthetic,SQL,Programming Language
sample-00155,Our team needs a Backend Engineer to scale critical business workflows. Strong experience with Go and redis is expected. Strong experience with redis and FastAPI is expected. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with google cloud platform and NLP.,FastAPI|GCP|Go|NLP|Redis,Cloud/DevOps|Data/AI|Database|Framework/Library|Programming Language,synthetic,Go,Programming Language
sample-00767,The Cloud Engineer will help modernize our platform and delivery process. Strong experience with github actions and .net is expected. You must have experience with .net and power bi. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with NLP.,.NET|GitHub Actions|NLP|Power BI,Cloud/DevOps|Data/AI|Framework/Library,synthetic,GitHub Actions,Cloud/DevOps
sample-01661,"The Team Lead will help modernize our platform and delivery process. Strong experience with team lead, Tableau, pytest, and bash is expected. The role needs hands-on knowledge of pytest, bash, and PostgreSQL. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Redis and REST APIs.",Bash|Leadership|PostgreSQL|PyTest|REST APIs|Redis|Tableau,Architecture|Data/AI|Database|Soft Skill|Testing/Quality|Tooling,synthetic,Leadership,Soft Skill
sample-00804,"Our team needs a Infrastructure Engineer to scale critical business workflows. The role needs hands-on knowledge of CI/CD and Docker. Strong experience with Docker and machine learning is expected. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with csharp.",C#|CI/CD|Docker|Machine Learning,Cloud/DevOps|Data/AI|Programming Language,synthetic,CI/CD,Cloud/DevOps
sample-01744,"The Backend Engineer will help modernize our platform and delivery process. Strong experience with stakeholder management, javascript, C++, and Flask is expected. You must have experience with C++, Flask, and computer vision. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with cross-functional.",C++|Collaboration|Computer Vision|Flask|JavaScript|Stakeholder Management,Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Stakeholder Management,Soft Skill
sample-01631,This Technical Program Manager position focuses on building high-impact data products. You must have experience with Scrum and React. The role needs hands-on knowledge of React and Docker. You will translate business requirements into deployable technical solutions. Preferred experience includes spark.,Docker|React|Scrum|Spark,Cloud/DevOps|Data/AI|Framework/Library|Process,synthetic,Scrum,Process
sample-01239,"This Data Scientist position focuses on building high-impact data products. Strong experience with Power BI and CI/CD is expected. Strong experience with CI/CD and ansi sql is expected. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: torch.",CI/CD|Power BI|PyTorch|SQL,Cloud/DevOps|Data/AI|Framework/Library|Programming Language,synthetic,Power BI,Data/AI
sample-00832,"The Database Engineer will help modernize our platform and delivery process. You must have experience with PostgreSQL, express, django, and Communication. You must have experience with django, Communication, and Redis. You will work on automation, monitoring, and measurable business outcomes. Bonus points if you have worked with etl and power bi.",Communication|Django|ETL|Express.js|PostgreSQL|Power BI|Redis,Data/AI|Database|Framework/Library|Soft Skill,synthetic,PostgreSQL,Database
sample-00382,This ML Engineer position focuses on building high-impact data products. Strong experience with express.js and .net is expected. You must have experience with .net and PostgreSQL. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with ml.,.NET|Express.js|Machine Learning|PostgreSQL,Data/AI|Database|Framework/Library,synthetic,Express.js,Framework/Library
sample-00924,This Data Engineer position focuses on building high-impact data products. The role needs hands-on knowledge of Elasticsearch and mentoring. Required skills include mentoring and kubernetes. You will translate business requirements into deployable technical solutions. Nice to have: Scala.,Elasticsearch|Kubernetes|Mentoring|Scala,Cloud/DevOps|Database|Programming Language|Soft Skill,synthetic,Elasticsearch,Database
sample-01303,"Our team needs a Solutions Architect to scale critical business workflows. The role needs hands-on knowledge of micro services, Unit Testing, and jenkins. The role needs hands-on knowledge of jenkins and stakeholder management. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with python and Time Management.",Jenkins|Microservices|Python|Stakeholder Management|Time Management|Unit Testing,Architecture|Cloud/DevOps|Programming Language|Soft Skill|Testing/Quality,synthetic,Microservices,Architecture
sample-01542,"The Automation Engineer will help modernize our platform and delivery process. You must have experience with Linux, ts, vue, and power bi. Strong experience with vue, power bi, and junit is expected. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Integration Testing and Agile.",Agile|Integration Testing|JUnit|Linux|Power BI|TypeScript|Vue.js,Data/AI|Framework/Library|Process|Programming Language|Testing/Quality|Tooling,synthetic,Linux,Tooling
sample-01020,"The Data Scientist will help modernize our platform and delivery process. Required skills include Deep Learning, stakeholders, and Scrum. You must have experience with Scrum and GitHub Actions. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: django.",Deep Learning|Django|GitHub Actions|Scrum|Stakeholder Management,Cloud/DevOps|Data/AI|Framework/Library|Process|Soft Skill,synthetic,Deep Learning,Data/AI
sample-00915,"This Database Engineer position focuses on building high-impact data products. You must have experience with Elasticsearch and Stakeholder Management. Strong experience with Stakeholder Management and natural language processing is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: pytorch and Collaboration.",Collaboration|Elasticsearch|NLP|PyTorch|Stakeholder Management,Data/AI|Database|Framework/Library|Soft Skill,synthetic,Elasticsearch,Database
sample-01281,"We are hiring a Solutions Architect to build reliable production systems. You must have experience with graphql and gitlab. The role needs hands-on knowledge of gitlab and natural language processing. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with Ansible.",Ansible|Git|GraphQL|NLP,Architecture|Cloud/DevOps|Data/AI|Tooling,synthetic,GraphQL,Architecture
sample-01660,"The Engineering Manager will help modernize our platform and delivery process. You must have experience with lead teams, kubernetes, and stakeholders. Strong experience with stakeholders and GitHub Actions is expected. You will work on automation, monitoring, and measurable business outcomes. Nice to have: JavaScript and Bash.",Bash|GitHub Actions|JavaScript|Kubernetes|Leadership|Stakeholder Management,Cloud/DevOps|Programming Language|Soft Skill|Tooling,synthetic,Leadership,Soft Skill
sample-00537,"This Full Stack Engineer position focuses on building high-impact data products. You must have experience with torch and fast api. Strong experience with fast api and Snowflake is expected. You will design pipelines, support delivery teams, and improve model reliability. Bonus points if you have worked with ansible.",Ansible|FastAPI|PyTorch|Snowflake,Cloud/DevOps|Database|Framework/Library,synthetic,PyTorch,Framework/Library
sample-01055,"This Machine Learning Engineer position focuses on building high-impact data products. Required skills include nlp, unix, and FastAPI. Strong experience with FastAPI and ci/cd is expected. You will translate business requirements into deployable technical solutions. Nice to have: express.js and angular.",Angular|CI/CD|Express.js|FastAPI|Linux|NLP,Cloud/DevOps|Data/AI|Framework/Library|Tooling,synthetic,NLP,Data/AI
sample-00862,"This Software Engineer position focuses on building high-impact data products. Required skills include mysql, typescript, shell scripting, and integration tests. Strong experience with shell scripting, integration tests, and sql is expected. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes Leadership.",Bash|Integration Testing|Leadership|MySQL|SQL|TypeScript,Database|Programming Language|Soft Skill|Testing/Quality|Tooling,synthetic,MySQL,Database
sample-01236,"We are hiring a AI Engineer to build reliable production systems. You must have experience with powerbi and PostgreSQL. The role needs hands-on knowledge of PostgreSQL and GCP. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with javascript and integration testing.",GCP|Integration Testing|JavaScript|PostgreSQL|Power BI,Cloud/DevOps|Data/AI|Database|Programming Language|Testing/Quality,synthetic,Power BI,Data/AI
sample-01594,"Our team needs a Technical Program Manager to scale critical business workflows. The role needs hands-on knowledge of agile and fastapi. Required skills include fastapi and Machine Learning. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes data analytics.",Agile|Data Analysis|FastAPI|Machine Learning,Data/AI|Framework/Library|Process,synthetic,Agile,Process
sample-00497,"We are hiring a Data Scientist to build reliable production systems. Required skills include .net, Hadoop, Computer Vision, and rest apis. You must have experience with Computer Vision, rest apis, and google cloud platform. You will translate business requirements into deployable technical solutions. Nice to have: system design and c++.",.NET|C++|Computer Vision|GCP|Hadoop|REST APIs|System Design,Architecture|Cloud/DevOps|Data/AI|Framework/Library|Programming Language,synthetic,.NET,Framework/Library
